Year,Quarter,Month,Day,COUNTRY,CUSTOMER_ID,CUSTOMER_UNIQUE_KEY,Female %,Full Name,FIRST_NAME,GENDER,LAST_NAME,Male %,profit,Repeat Purchase Rate,Total Female Customers,Total Male Customers
1940,Qtr 4,November,6,Canada,27653,AW00027653,100,Kellie Rubio,Kellie,Female,Rubio,,104,100,1,
1940,Qtr 4,November,9,United States,13307,AW00013307,100,Michelle Stone,Michelle,Female,Stone,,111,100,1,
1940,Qtr 4,November,22,France,12539,AW00012539,,Marc Dominguez,Marc,Male,Dominguez,100,9,100,,1
1940,Qtr 4,November,23,United States,29260,AW00029260,,Ricky Carlson,Ricky,Male,Carlson,100,132,100,,1
1940,Qtr 4,December,5,United Kingdom,22553,AW00022553,100,Melinda Vazquez,Melinda,Female,Vazquez,,81,100,1,
1940,Qtr 4,December,8,United States,26097,AW00026097,,Robert Flores,Robert,Male,Flores,100,2388,100,,1
1940,Qtr 4,December,14,United Kingdom,25692,AW00025692,,Kelvin Yuan,Kelvin,Male,Yuan,100,24,100,,1
1940,Qtr 4,December,18,Germany,20138,AW00020138,100,Kendra Moreno,Kendra,Female,Moreno,,145,100,1,
1940,Qtr 4,December,22,Canada,17442,AW00017442,,Edward Taylor,Edward,Male,Taylor,100,208,100,,1
1941,Qtr 1,January,4,United States,20356,AW00020356,,Louis Lu,Louis,Male,Lu,100,50,100,,1
1941,Qtr 1,January,17,United States,28278,AW00028278,,Jaime Becker,Jaime,Male,Becker,100,72,100,,1
1941,Qtr 1,January,28,United States,20357,AW00020357,100,Julian Price,Julian,Female,Price,,44,,1,
1941,Qtr 1,February,3,United States,23046,AW00023046,100,Pamela Malhotra,Pamela,Female,Malhotra,,23,100,1,
1941,Qtr 1,February,10,United States,17446,AW00017446,100,Pamela Rana,Pamela,Female,Rana,,2467,100,1,
1941,Qtr 1,February,11,Germany,27843,AW00027843,,Gerald Navarro,Gerald,Male,Navarro,100,17,100,,1
1941,Qtr 1,February,11,United States,25187,AW00025187,100,Sydney Scott,Sydney,Female,Scott,,93,100,1,
1941,Qtr 1,February,22,United States,15971,AW00015971,,Ryan Jenkins,Ryan,Male,Jenkins,100,72,100,,1
1941,Qtr 1,February,28,United States,16874,AW00016874,100,Leslie Munoz,Leslie,Female,Munoz,,3,,1,
1941,Qtr 1,February,28,United States,24422,AW00024422,,Thomas Lal,Thomas,Male,Lal,100,96,100,,1
1941,Qtr 1,March,8,United States,19708,AW00019708,100,April Luo,April,Female,Luo,,257,,1,
1941,Qtr 1,March,8,United States,26098,AW00026098,,Daniel Lee,Daniel,Male,Lee,100,2396,100,,1
1941,Qtr 1,March,11,Germany,14537,AW00014537,,Clayton Cai,Clayton,Male,Cai,100,26,100,,1
1941,Qtr 1,March,17,France,25534,AW00025534,,Casey Sanz,Casey,Male,Sanz,100,3,,,1
1941,Qtr 1,March,17,United Kingdom,12224,AW00012224,,Tristan Henderson,Tristan,Male,Henderson,100,123,100,,1
1941,Qtr 1,March,30,France,28457,AW00028457,,Bruce Gonzalez,Bruce,Male,Gonzalez,100,44,,,1
1941,Qtr 1,March,31,United States,15393,AW00015393,100,Rebekah Ruiz,Rebekah,Female,Ruiz,,4,100,1,
1941,Qtr 1,March,31,United States,15972,AW00015972,100,Caitlin Bailey,Caitlin,Female,Bailey,,3163,100,1,
1941,Qtr 1,March,31,United States,23047,AW00023047,100,Valerie Xu,Valerie,Female,Xu,,205,100,1,
1941,Qtr 2,April,3,United States,18414,AW00018414,100,Gabrielle Griffin,Gabrielle,Female,Griffin,,715,100,1,
1941,Qtr 2,April,5,United States,11296,AW00011296,100,Haley Richardson,Haley,Female,Richardson,,3800,100,1,
1941,Qtr 2,April,8,United States,12179,AW00012179,100,Alexis Jones,Alexis,Female,Jones,,3820,100,1,
1941,Qtr 2,April,16,Germany,24147,AW00024147,100,Kathleen Hernandez,Kathleen,Female,Hernandez,,72,100,1,
1941,Qtr 2,April,16,United States,22098,AW00022098,100,Katherine Brooks,Katherine,Female,Brooks,,91,100,1,
1941,Qtr 2,May,19,Canada,26716,AW00026716,100,Megan Smith,Megan,Female,Smith,,46,100,1,
1941,Qtr 2,May,19,United States,18415,AW00018415,100,Summer Mehta,Summer,Female,Mehta,,2478,100,1,
1941,Qtr 2,May,22,United States,17443,AW00017443,100,Kristin Shen,Kristin,Female,Shen,,630,100,1,
1941,Qtr 2,May,22,United States,28279,AW00028279,,Spencer Simmons,Spencer,Male,Simmons,100,4,100,,1
1941,Qtr 2,May,24,United States,28276,AW00028276,100,Christy Deng,Christy,Female,Deng,,100,100,1,
1941,Qtr 2,June,3,United States,27655,AW00027655,100,Melinda Alvarez,Melinda,Female,Alvarez,,13,,1,
1941,Qtr 2,June,24,United States,28281,AW00028281,,Juan Cox,Juan,Male,Cox,100,4,100,,1
1941,Qtr 3,July,4,United States,13465,AW00013465,100,Sydney Campbell,Sydney,Female,Campbell,,26,100,1,
1941,Qtr 3,July,8,Canada,26099,AW00026099,100,Christina Bell,Christina,Female,Bell,,72,100,1,
1941,Qtr 3,July,12,Canada,25188,AW00025188,,Kevin Li,Kevin,Male,Li,100,12,100,,1
1941,Qtr 3,July,12,United States,26101,AW00026101,,Phillip Smith,Phillip,Male,Smith,100,16,,,1
1941,Qtr 3,July,19,United States,18843,AW00018843,,Luis Perez,Luis,Male,Perez,100,44,,,1
1941,Qtr 3,July,22,Australia,18741,AW00018741,,Edgar Martinez,Edgar,Male,Martinez,100,85,100,,1
1941,Qtr 3,July,24,United States,27660,AW00027660,,Gerald Carlson,Gerald,Male,Carlson,100,13,,,1
1941,Qtr 3,July,26,United States,29264,AW00029264,100,Riley Brooks,Riley,Female,Brooks,,1751,100,1,
1941,Qtr 3,August,6,United Kingdom,25537,AW00025537,,Nathan Phillips,Nathan,Male,Phillips,100,72,100,,1
1941,Qtr 3,August,10,United States,16881,AW00016881,,Ruben Alonso,Ruben,Male,Alonso,100,2404,100,,1
1941,Qtr 3,August,21,United States,29262,AW00029262,100,Cassie Raje,Cassie,Female,Raje,,100,100,1,
1941,Qtr 3,August,26,Australia,25245,AW00025245,,Francis Gutierrez,Francis,Male,Gutierrez,100,37,100,,1
1941,Qtr 3,August,26,United States,20364,AW00020364,100,Anna Jackson,Anna,Female,Jackson,,53,100,1,
1941,Qtr 3,August,27,United States,16879,AW00016879,100,Morgan Taylor,Morgan,Female,Taylor,,635,100,1,
1941,Qtr 3,August,31,United States,18846,AW00018846,,Deb Hughes,Deb,Male,Hughes,100,65,100,,1
1941,Qtr 3,September,2,United States,20363,AW00020363,,Alexander Brown,Alexander,Male,Brown,100,126,100,,1
1941,Qtr 3,September,6,France,23973,AW00023973,,Zachary Long,Zachary,Male,Long,100,21,100,,1
1941,Qtr 3,September,15,United States,13308,AW00013308,100,Kaitlyn King,Kaitlyn,Female,King,,19,100,1,
1941,Qtr 3,September,16,n/a,21316,AW00021316,,John Thompson,John,Male,Thompson,100,21,100,,1
1941,Qtr 3,September,29,United States,11299,AW00011299,,Orlando Vazquez,Orlando,Male,Vazquez,100,3874,100,,1
1941,Qtr 3,September,29,United States,18845,AW00018845,100,Katherine Hughes,Katherine,Female,Hughes,,44,,1,
1941,Qtr 3,September,30,Canada,26100,AW00026100,100,James Ptaszynski,James,Female,Ptaszynski,,4,100,1,
1941,Qtr 4,October,22,United States,23499,AW00023499,,Spencer Washington,Spencer,Male,Washington,100,196,,,1
1941,Qtr 4,November,1,United States,18848,AW00018848,,Christian Harris,Christian,Male,Harris,100,2504,100,,1
1941,Qtr 4,November,13,United Kingdom,22388,AW00022388,,Bradley Beck,Bradley,Male,Beck,100,43,100,,1
1941,Qtr 4,November,13,United States,23052,AW00023052,,Steven Stewart,Steven,Male,Stewart,100,19,,,1
1941,Qtr 4,November,17,Australia,26769,AW00026769,100,Holly Sai,Holly,Female,Sai,,23,100,1,
1941,Qtr 4,November,17,Canada,19709,AW00019709,,Christian Martin,Christian,Male,Martin,100,170,100,,1
1941,Qtr 4,November,21,Australia,18305,AW00018305,,Kelvin Xu,Kelvin,Male,Xu,100,127,100,,1
1941,Qtr 4,November,21,United States,24732,AW00024732,,Wyatt Davis,Wyatt,Male,Davis,100,45,100,,1
1941,Qtr 4,November,21,United States,29263,AW00029263,,Nathan Li,Nathan,Male,Li,100,72,100,,1
1941,Qtr 4,December,3,Canada,16876,AW00016876,,Jackson Sharma,Jackson,Male,Sharma,100,165,100,,1
1941,Qtr 4,December,4,n/a,21314,AW00021314,,Devin Patterson,Devin,Male,Patterson,100,6,,,1
1941,Qtr 4,December,4,United States,23500,AW00023500,100,Adriana Garcia,Adriana,Female,Garcia,,22,100,1,
1941,Qtr 4,December,8,France,15450,AW00015450,,Marshall Black,Marshall,Male,Black,100,20,100,,1
1941,Qtr 4,December,8,United States,25191,AW00025191,,Austin Gonzales,Austin,Male,Gonzales,100,971,100,,1
1941,Qtr 4,December,12,Australia,25246,AW00025246,,Warren Lal,Warren,Male,Lal,100,17,100,,1
1941,Qtr 4,December,12,United States,25190,AW00025190,100,Allison Morris,Allison,Female,Morris,,24,100,1,
1941,Qtr 4,December,14,Australia,16709,AW00016709,,Roy Alvarez,Roy,Male,Alvarez,100,47,100,,1
1941,Qtr 4,December,14,Australia,24483,AW00024483,,Arthur Kapoor,Arthur,Male,Kapoor,100,18,100,,1
1941,Qtr 4,December,15,United States,23049,AW00023049,100,Gina Moreno,Gina,Female,Moreno,,22,100,1,
1941,Qtr 4,December,19,United States,27659,AW00027659,,Jesse Lopez,Jesse,Male,Lopez,100,25,100,,1
1941,Qtr 4,December,30,Australia,22965,AW00022965,100,Carrie Gomez,Carrie,Female,Gomez,,4,100,1,
1941,Qtr 4,December,30,United States,23501,AW00023501,100,Isabelle Perry,Isabelle,Female,Perry,,23,100,1,
1942,Qtr 1,January,3,United States,27658,AW00027658,,Cole Gray,Cole,Male,Gray,100,17,100,,1
1942,Qtr 1,January,5,Canada,18842,AW00018842,,James Gonzalez,James,Male,Gonzalez,100,1097,100,,1
1942,Qtr 1,January,8,United States,17449,AW00017449,,Jackson Adams,Jackson,Male,Adams,100,3,,,1
1942,Qtr 1,January,18,France,16042,AW00016042,,Ian Hall,Ian,Male,Hall,100,16,,,1
1942,Qtr 1,January,18,France,25535,AW00025535,100,Brandi Navarro,Brandi,Female,Navarro,,72,100,1,
1942,Qtr 1,January,18,United States,28282,AW00028282,100,Cindy Foster,Cindy,Female,Foster,,3,,1,
1942,Qtr 1,January,22,United Kingdom,17710,AW00017710,100,Natalie Stewart,Natalie,Female,Stewart,,169,100,1,
1942,Qtr 1,January,31,France,16936,AW00016936,100,Alice Serventi,Alice,Female,Serventi,,88,100,1,
1942,Qtr 1,February,1,Germany,29441,AW00029441,100,Adriana Patel,Adriana,Female,Patel,,90,100,1,
1942,Qtr 1,February,1,United States,13463,AW00013463,100,Tammy Sara,Tammy,Female,Sara,,137,100,1,
1942,Qtr 1,February,2,Australia,22002,AW00022002,100,Kristen Chen,Kristen,Female,Chen,,53,100,1,
1942,Qtr 1,February,6,Australia,11120,AW00011120,100,Beth Jiménez,Beth,Female,Jiménez,,4934,100,1,
1942,Qtr 1,February,7,United States,27661,AW00027661,,Christopher Martinez,Christopher,Male,Martinez,100,14,100,,1
1942,Qtr 1,February,9,United States,23050,AW00023050,,Jack Hall,Jack,Male,Hall,100,91,100,,1
1942,Qtr 1,February,18,United Kingdom,11341,AW00011341,,Randy Zeng,Randy,Male,Zeng,100,4936,100,,1
1942,Qtr 1,February,18,United States,12181,AW00012181,100,Katelyn Sanders,Katelyn,Female,Sanders,,3839,100,1,
1942,Qtr 1,February,18,United States,23051,AW00023051,,Jesse Green,Jesse,Male,Green,100,22,100,,1
1942,Qtr 1,February,20,Australia,22003,AW00022003,100,Jill Navarro,Jill,Female,Navarro,,83,100,1,
1942,Qtr 1,March,6,Canada,18841,AW00018841,100,Gabriella Campbell,Gabriella,Female,Campbell,,1044,100,1,
1942,Qtr 1,March,6,United Kingdom,12540,AW00012540,,Levi Sara,Levi,Male,Sara,100,70,100,,1
1942,Qtr 1,March,7,United States,23502,AW00023502,,Logan Lopez,Logan,Male,Lopez,100,20,100,,1
1942,Qtr 1,March,17,United States,12180,AW00012180,100,Holly Mehta,Holly,Female,Mehta,,3868,100,1,
1942,Qtr 1,March,20,United States,14479,AW00014479,100,Samantha Smith,Samantha,Female,Smith,,51,100,1,
1942,Qtr 2,April,2,United States,20361,AW00020361,,Jonathon Moreno,Jonathon,Male,Moreno,100,44,,,1
1942,Qtr 2,April,15,United States,27657,AW00027657,,Frederick Chandra,Frederick,Male,Chandra,100,113,100,,1
1942,Qtr 2,April,25,Canada,23048,AW00023048,100,Isabella Hughes,Isabella,Female,Hughes,,45,100,1,
1942,Qtr 2,April,25,France,27844,AW00027844,,Arturo Li,Arturo,Male,Li,100,126,100,,1
1942,Qtr 2,April,25,Germany,25536,AW00025536,100,Rebekah Sai,Rebekah,Female,Sai,,13,,1,
1942,Qtr 2,May,8,United States,13464,AW00013464,100,Martha Hu,Martha,Female,Hu,,4126,100,1,
1942,Qtr 2,May,8,United States,29265,AW00029265,100,Marissa Diaz,Marissa,Female,Diaz,,1688,100,1,
1942,Qtr 2,May,12,Australia,13136,AW00013136,100,Virginia Martinez,Virginia,Female,Martinez,,86,100,1,
1942,Qtr 2,May,19,Germany,22387,AW00022387,100,Audrey Romero,Audrey,Female,Romero,,3,,1,
1942,Qtr 2,May,19,United States,16878,AW00016878,,Devin Young,Devin,Male,Young,100,687,100,,1
1942,Qtr 2,May,23,United States,15973,AW00015973,,Christopher Garcia,Christopher,Male,Garcia,100,72,100,,1
1942,Qtr 2,June,10,Canada,27656,AW00027656,,Gabriel Bryant,Gabriel,Male,Bryant,100,44,,,1
1942,Qtr 2,June,10,United Kingdom,17884,AW00017884,100,Mayra Schmidt,Mayra,Female,Schmidt,,19,100,1,
1942,Qtr 2,June,12,n/a,21317,AW00021317,100,Lauren Rivera,Lauren,Female,Rivera,,141,100,1,
1942,Qtr 2,June,14,United States,20362,AW00020362,,Seth Gonzalez,Seth,Male,Gonzalez,100,44,,,1
1942,Qtr 3,July,9,Canada,17468,AW00017468,,Jeremiah Gonzalez,Jeremiah,Male,Gonzalez,100,128,100,,1
1942,Qtr 3,July,14,United Kingdom,11350,AW00011350,100,Cara Zhou,Cara,Female,Zhou,,37,100,1,
1942,Qtr 3,July,17,United States,17466,AW00017466,,Thomas Perez,Thomas,Male,Perez,100,43,100,,1
1942,Qtr 3,July,22,Germany,19259,AW00019259,100,Barbara Lin,Barbara,Female,Lin,,19,100,1,
1942,Qtr 3,July,27,France,22567,AW00022567,,Glenn Zhu,Glenn,Male,Zhu,100,14,100,,1
1942,Qtr 3,August,2,United States,22125,AW00022125,,Zachary Garcia,Zachary,Male,Garcia,100,22,100,,1
1942,Qtr 3,August,5,Canada,27998,AW00027998,,Ethan Lewis,Ethan,Male,Lewis,100,126,100,,1
1942,Qtr 3,August,10,United States,16002,AW00016002,100,Paige Hayes,Paige,Female,Hayes,,86,100,1,
1942,Qtr 3,September,2,Australia,24494,AW00024494,,Rafael Zhou,Rafael,Male,Zhou,100,6,,,1
1942,Qtr 3,September,2,Australia,28338,AW00028338,100,Kristi Vance,Kristi,Female,Vance,,78,100,1,
1942,Qtr 3,September,7,France,20971,AW00020971,,Preston Suri,Preston,Male,Suri,100,72,100,,1
1942,Qtr 3,September,7,United States,24932,AW00024932,,Richard Jones,Richard,Male,Jones,100,93,100,,1
1942,Qtr 3,September,14,United States,26453,AW00026453,,Cole Peterson,Cole,Male,Peterson,100,37,100,,1
1942,Qtr 4,October,1,Canada,19726,AW00019726,,Javier Rubio,Javier,Male,Rubio,100,40,100,,1
1942,Qtr 4,October,1,United States,22123,AW00022123,100,Isabella Bailey,Isabella,Female,Bailey,,19,,1,
1942,Qtr 4,October,6,United States,27995,AW00027995,,Carlos Stewart,Carlos,Male,Stewart,100,3,,,1
1942,Qtr 4,October,7,United States,14499,AW00014499,,Samuel Flores,Samuel,Male,Flores,100,9,100,,1
1942,Qtr 4,October,14,Germany,29446,AW00029446,100,Jamie Ma,Jamie,Female,Ma,,22,100,1,
1942,Qtr 4,October,14,United States,23063,AW00023063,100,Jennifer Thompson,Jennifer,Female,Thompson,,23,100,1,
1942,Qtr 4,October,15,United States,26452,AW00026452,,James Martinez,James,Male,Martinez,100,85,100,,1
1942,Qtr 4,October,20,Germany,17718,AW00017718,100,Lindsay Jai,Lindsay,Female,Jai,,20,100,1,
1942,Qtr 4,October,20,United States,24934,AW00024934,100,Lindsay Tang,Lindsay,Female,Tang,,21,,1,
1942,Qtr 4,October,31,n/a,21340,AW00021340,,Adam Wang,Adam,Male,Wang,100,14,100,,1
1942,Qtr 4,October,31,United States,23669,AW00023669,,Sean Torres,Sean,Male,Torres,100,19,,,1
1942,Qtr 4,November,2,Australia,14087,AW00014087,,Harold Garcia,Harold,Male,Garcia,100,228,100,,1
1942,Qtr 4,November,6,Australia,22018,AW00022018,,Todd Sun,Todd,Male,Sun,100,48,100,,1
1942,Qtr 4,November,6,United States,15998,AW00015998,100,Marissa Flores,Marissa,Female,Flores,,2426,100,1,
1942,Qtr 4,November,14,Australia,22974,AW00022974,100,Erika Vazquez,Erika,Female,Vazquez,,4,100,1,
1942,Qtr 4,November,14,United States,23064,AW00023064,,Alexander Rodriguez,Alexander,Male,Rodriguez,100,19,,,1
1942,Qtr 4,November,18,United States,23065,AW00023065,,Derek Nath,Derek,Male,Nath,100,91,100,,1
1942,Qtr 4,November,18,United States,27996,AW00027996,100,Angela Alexander,Angela,Female,Alexander,,42,100,1,
1942,Qtr 4,November,19,Germany,22568,AW00022568,100,Autumn Wu,Autumn,Female,Wu,,3,,1,
1942,Qtr 4,December,4,France,22394,AW00022394,100,Meagan Suri,Meagan,Female,Suri,,16,100,1,
1942,Qtr 4,December,6,United States,13484,AW00013484,,Marcus Martinez,Marcus,Male,Martinez,100,3396,100,,1
1942,Qtr 4,December,6,United States,27195,AW00027195,,Robert Perez,Robert,Male,Perez,100,2808,100,,1
1942,Qtr 4,December,8,Australia,13150,AW00013150,100,Lacey Yang,Lacey,Female,Yang,,103,100,1,
1942,Qtr 4,December,11,Australia,16729,AW00016729,,Tommy Nara,Tommy,Male,Nara,100,25,100,,1
1942,Qtr 4,December,11,United States,24622,AW00024622,,Blake Hall,Blake,Male,Hall,100,121,100,,1
1942,Qtr 4,December,12,United Kingdom,20972,AW00020972,,Francisco Vance,Francisco,Male,Vance,100,91,100,,1
1942,Qtr 4,December,12,United States,15412,AW00015412,,Ryan Griffin,Ryan,Male,Griffin,100,3,,,1
1942,Qtr 4,December,14,United States,27382,AW00027382,100,Kaitlin Chapman,Kaitlin,Female,Chapman,,22,100,1,
1942,Qtr 4,December,24,United States,11320,AW00011320,100,Morgan Hill,Morgan,Female,Hill,,45,100,1,
1943,Qtr 1,January,1,United States,27994,AW00027994,100,Jodi Rai,Jodi,Female,Rai,,4,100,1,
1943,Qtr 1,January,3,United States,17469,AW00017469,,Ian Perez,Ian,Male,Perez,100,4,100,,1
1943,Qtr 1,January,9,Canada,13486,AW00013486,100,Rebekah Gomez,Rebekah,Female,Gomez,,188,100,1,
1943,Qtr 1,January,11,Canada,18871,AW00018871,,Ruben Rubio,Ruben,Male,Rubio,100,102,100,,1
1943,Qtr 1,January,20,United States,12200,AW00012200,,Rafael Sharma,Rafael,Male,Sharma,100,3834,100,,1
1943,Qtr 1,January,20,United States,15999,AW00015999,100,Maria Hill,Maria,Female,Hill,,2473,100,1,
1943,Qtr 1,January,25,Australia,20277,AW00020277,100,Mary Hall,Mary,Female,Hall,,3,,1,
1943,Qtr 1,January,29,Australia,27728,AW00027728,100,Colleen Deng,Colleen,Female,Deng,,43,100,1,
1943,Qtr 1,January,30,United States,24931,AW00024931,100,Brianna Miller,Brianna,Female,Miller,,24,100,1,
1943,Qtr 1,January,31,United States,22126,AW00022126,100,Rachel Ward,Rachel,Female,Ward,,22,100,1,
1943,Qtr 1,February,6,France,13508,AW00013508,100,Cassandra Sanchez,Cassandra,Female,Sanchez,,107,100,1,
1943,Qtr 1,February,6,United States,13487,AW00013487,100,Emily Martin,Emily,Female,Martin,,4183,100,1,
1943,Qtr 1,February,8,Australia,29332,AW00029332,100,Shawna Goel,Shawna,Female,Goel,,104,100,1,
1943,Qtr 1,February,20,United States,27381,AW00027381,100,Miguel Sanz,Miguel,Female,Sanz,,90,100,1,
1943,Qtr 1,March,4,Canada,15413,AW00015413,,Donald Prasad,Donald,Male,Prasad,100,295,100,,1
1943,Qtr 1,March,4,United Kingdom,13509,AW00013509,,Lucas Johnson,Lucas,Male,Johnson,100,30,100,,1
1943,Qtr 1,March,5,United States,22124,AW00022124,100,Desiree Alonso,Desiree,Female,Alonso,,22,100,1,
1943,Qtr 1,March,10,Australia,29333,AW00029333,100,Abby Martinez,Abby,Female,Martinez,,57,100,1,
1943,Qtr 1,March,10,United States,23062,AW00023062,100,Natalie Reed,Natalie,Female,Reed,,145,100,1,
1943,Qtr 1,March,14,Australia,26785,AW00026785,,Raul Raje,Raul,Male,Raje,100,94,100,,1
1943,Qtr 1,March,20,United States,13324,AW00013324,100,Florian Stiller,Florian,Female,Stiller,,4131,100,1,
1943,Qtr 1,March,20,United States,14498,AW00014498,100,Katie Luo,Katie,Female,Luo,,3264,100,1,
1943,Qtr 1,March,27,Canada,16000,AW00016000,100,Gabrielle Ramirez,Gabrielle,Female,Ramirez,,3411,100,1,
1943,Qtr 1,March,27,France,29445,AW00029445,100,Bonnie Lal,Bonnie,Female,Lal,,114,100,1,
1943,Qtr 1,March,31,Australia,16730,AW00016730,100,Mariah Long,Mariah,Female,Long,,111,100,1,
1943,Qtr 1,March,31,United States,16899,AW00016899,100,Whitney Sanchez,Whitney,Female,Sanchez,,3,,1,
1943,Qtr 2,April,23,Germany,14551,AW00014551,100,Michele Vance,Michele,Female,Vance,,93,100,1,
1943,Qtr 2,April,23,United States,16901,AW00016901,,Ricky Munoz,Ricky,Male,Munoz,100,72,100,,1
1943,Qtr 2,April,24,United States,13485,AW00013485,,Thomas Allen,Thomas,Male,Allen,100,23,100,,1
1943,Qtr 2,April,24,United States,16001,AW00016001,,Ricardo Pal,Ricardo,Male,Pal,100,4,100,,1
1943,Qtr 2,April,25,United States,25837,AW00025837,,Timothy Cook,Timothy,Male,Cook,100,16,,,1
1943,Qtr 2,April,26,United States,16003,AW00016003,100,Carol Robinson,Carol,Female,Robinson,,3,,1,
1943,Qtr 2,May,3,Australia,21239,AW00021239,100,Christy Liang,Christy,Female,Liang,,4,100,1,
1943,Qtr 2,May,18,United States,14500,AW00014500,100,Jasmine Ward,Jasmine,Female,Ward,,100,100,1,
1943,Qtr 2,May,18,United States,20379,AW00020379,100,Brittney Chen,Brittney,Female,Chen,,56,100,1,
1943,Qtr 2,May,21,United States,16900,AW00016900,,Miguel Jones,Miguel,Male,Jones,100,4,100,,1
1943,Qtr 2,June,1,United Kingdom,22569,AW00022569,,Johnny Goel,Johnny,Male,Goel,100,81,100,,1
1943,Qtr 2,June,8,Australia,22017,AW00022017,100,Sharon She,Sharon,Female,She,,44,,1,
1943,Qtr 2,June,18,United States,25836,AW00025836,,Jaime Luo,Jaime,Male,Luo,100,22,100,,1
1943,Qtr 3,July,4,France,27851,AW00027851,100,Diana Martin,Diana,Female,Martin,,72,100,1,
1943,Qtr 3,July,4,United States,13325,AW00013325,,Marcus Wright,Marcus,Male,Wright,100,4209,100,,1
1943,Qtr 3,July,17,United States,25840,AW00025840,100,Karla Pal,Karla,Female,Pal,,529,100,1,
1943,Qtr 3,August,1,United States,18434,AW00018434,,Clayton Stone,Clayton,Male,Stone,100,3,,,1
1943,Qtr 3,August,2,United States,12204,AW00012204,,Bradley Jai,Bradley,Male,Jai,100,123,100,,1
1943,Qtr 3,August,4,United States,23067,AW00023067,100,Kelli Pal,Kelli,Female,Pal,,76,100,1,
1943,Qtr 3,August,7,Australia,17346,AW00017346,,Edgar Lopez,Edgar,Male,Lopez,100,111,100,,1
1943,Qtr 3,August,18,Australia,29337,AW00029337,,Hector Gomez,Hector,Male,Gomez,100,54,100,,1
1943,Qtr 3,August,25,United States,22132,AW00022132,100,Rachael Mehta,Rachael,Female,Mehta,,214,100,1,
1943,Qtr 3,August,30,United Kingdom,12554,AW00012554,,Barry Rodriguez,Barry,Male,Rodriguez,100,81,100,,1
1943,Qtr 3,August,30,United States,27383,AW00027383,,Jay Hernandez,Jay,Male,Hernandez,100,90,100,,1
1943,Qtr 3,September,3,Canada,12203,AW00012203,,Zachary Hughes,Zachary,Male,Hughes,100,198,100,,1
1943,Qtr 3,September,12,United States,11322,AW00011322,100,Sydney Garcia,Sydney,Female,Garcia,,27,100,1,
1943,Qtr 3,September,15,United States,24623,AW00024623,100,Beth Torres,Beth,Female,Torres,,21,,1,
1943,Qtr 3,September,17,United States,14503,AW00014503,100,Brianna Alexander,Brianna,Female,Alexander,,72,100,1,
1943,Qtr 3,September,20,Australia,16734,AW00016734,100,Emma Martinez,Emma,Female,Martinez,,82,100,1,
